brand,title,content
아이트로닉스,"2000HD 주행중 화면 켜짐 문의 드립니다.","안녕하십니까.^^
2000HD 주행중 과속 방지턱등등을 지나가면 삐삐 소리가 나면서 화면이 켜지는데요..
LCD설정은 60초로 해 두었는데 이건 블랙박스가 첨에 켜지고 60초 동안 화면을 유지하라는 의미인 듯한데..
주행중에 저절로 화면이 켜졋다가 꺼지는데 .. 제가 뭘 설정을 잘못해서 그런건지..
혹시 아시면 답변 부탁드립니다."
아이트로닉스,"아이패스블랙 X1 저전압차단값 설정관련팁","아이트로닉스 블랙박스를 보면 저전압방전관련에 신경을 많이 쓴 흔적이 보입니다.

배터리 효율이 계절별로 상이한 상황이라 이런 경유를 대비하여 월별 설정값을 달리하는 메뉴가 있고,
또한 저전압 차단값뿐만이 아니라 차단시간까지 설정하는 옵션이 있어 장기주차시에 방전우려를 방지하는등 사용환경을 잘 고려한거라 이부분은 매우 점수를 높이 주고 싶습니다. 그런데 실제로 이런 메뉴를 저도 잘 활용하지 못해서 그냥 제품출고시 기본값을 유지하고 다녔었는데 매뉴얼과 고객센터 통화를 통하여 자세한 사용법을 알고 난후 상화별로 잘 사용하고 있습니다.

제 경우는 일단 차단값 설정은 겨울만 조심해서 다른 계절보다 조금 더 높게 설정하시면 됩니다. 차량배터리 상황이 양호한 경우라면 동절기는 12.2V 정도 설정하고, (배터리가 안좋을때는 12.2로 설정하면 겨울에 채 두시간도 안되서 차단되더군요) 나머지 계절은 그냥 12V 합니다.

이후에 추가 설정으로 차단시간을 설정가능한데요, 차단시간이라 함은 배터리 상태가 양호해서 저전압 차단을 걸릴 상황이 아니더라도 설정된 시간에 도달하면 동작을 멈추게 됩니다. 시간값이 3, 6, 12, 24, 48 시간 요리 설정가능한데요.. 8시간 설정값이 있었으면 하는 아쉬움이 있네요. 저는 퇴근후 출근까지 주차하는 시간이 8시간 정도라 ㅎㅎ

즉, 저전압차단은 첫번째 조건은 차단전압 설정 그리고 두번째 조건이 차단시간 이리 되는거지요.

그리고 더욱 편리한 것은 추후 주차녹화기록에서 주차모드 진입시간과 해제시간을 볼수 있어서 본인의 배터리 상태로 몇시간 정도가 주차녹화 가능한지를 확인할수 있고요..아울러 주차모드 해제가 저전압 차단으로 이루어진 상황이면 주차모드 해제시간이라고 나오지 않고 저전압차단 시간인가? 머 이리 저전압으로 차단된 시간을 구분하여 확인가능하더군요.

일단 이해를 하면 매우 유용한 기능이라 생각되어 몇자 적어봅니다. 겨울에 차방전되면 정말 왕짜증나서리..^^

 "
아이트로닉스,"X1이나 ITB-5000FHD gps 간섭 없나요?","내일 차 인수 예정인데요
내장 네비게이션 GPS가 좀 약한가봐요.
블랙박스 달면 간섭 일으켜서 GPS 안잡히는 경우가 좀 많다고 하더라고요.
설치위치에 따라서도 다르다고는 하지만 블랙박스 모델에 따라서도 영향이 있는 듯 합니다.
블랙박스는 ITB-5000FHD나 새로나온 X1 생각하고 있는데, 특별히 전자파 간섭 문제가 있는지요?"
아이트로닉스,"아이패스 블랙 X1 ITB-6000FHD 모션감지 실패(누락) 확인","  제품 이상인건지는 모르겠지만, 흐린날 모션감지를 못하는 블랙박스라니...
동일 제품 사용자분들도 잘 확인해보세요.




 

 
  주차장 입구라 앞,뒤로 사람과 차가 지나다니길 20여분..(육안으로 확인)




오늘 아침 07;56분 부터 08;17분 사이가 주차 녹화 시간입니다. 모션민감도는 매우민감.
도어락을 해제하는 이벤트외에 모션은 한건도 잡지를 못했습니다.





한낮에 도로를 향해 주차하고 재차 테스트!!
많은 차들이 지나갔어도 한건도 모션녹화가 없습니다.




후방x에 작게 표시되는 녹화파일의 정체는 뭘까요?
후방카메라 접촉불량인가요? ㅜ
만진것도 없이 오늘은 이상한 날이네요..





메뉴얼을 기초로 하면 전원표시 LED 점등은 녹화이상인데..
뽑기 실패인건지.. 메뉴얼이 잘못 표기된건지..항상 점등상태임. ㅋ"
아이트로닉스,[2채널LCD유],"틴팅 전면 SK 30%,후면 SK 15%/나이트비전 ON,OFF/주차모션 매우민감,주차충격 민감




후방은 캡쳐화면으로 대신합니다.



후방카메라도 나이트비전이 적용되는것 같네요.

 블랙박스를 사용해오면서 주차충격은 거의 유명무실한 기능으로 여겨왔는데..
아이패스 블랙은 충격민감도 4단계중 3단계 민감 설정으로도 오토바이가 지나가거나
대형마트 2층의 안내방송 소리도 충격으로 감지해 녹화를 하는군요. 이 정도라면 문콕도 문제 없을듯!"
아이트로닉스,"아이패스블랙 X1 파일잠금기능+USB백업의 콤보","지난주 장착한 X1과 함께 지방출장을 다녀왔네요. 출장중 별 이상없이 잘 동작해 주어서 감사~ (당연한거겠지요^^)

전에 사용하던 ITB-5000FHD에서 매우 유용했던 파일잠금 기능과 USB 백업기능이 이번 X1에도 그대로 탑재되었습니다.
정말 유용한 기능이고요, 이 기능들을 결합하여 사용하면 더욱 편리한거 같아 혹시나 저만아는 노하우일수도 있다는 자만감에 ㅎㅎ 사용방법을 공유하고자 합니다.

대부분의 제품들이 시간순 삭제방식으로 일정 시간이 지나면 지난 파일들은 자동 삭제되어 집니다. 그래서 이를 방지하기 위해 고용량 메모리들을 구매하는 부담들이 있었는데요, X1에 있는 파일잠금기능이란 파일을 지워지지 않도록 잠가놓아 잠가논 파일은 시간이 지나도 삭제되지 않고 보존되는 기능입니다. 그러나 전 파일을 다 잠그긴 어렵고 최대 10개파일까지 가능하며 포맷을 하지 않는이상 잠가존 파일들은 보존됩니다. 파일재생리스트옆에 체크박스를 누르면 자물쇠 모양으로 잠깁니다.

USB백업은 녹화파일을 외장 USB로 백업하는 기능인데요, 이건 아이트로닉스만의 특허기능으로 타제품에서는 볼수없었던 혁신적인 기능입니다. 보험사나 경찰서에 영상을 제출하는 경우 SD카드를 통째로 제출하는 경우가 있는데, 여분 SD카드가 없다면 이 기간 동안에는 블랙박스가 무용지물이 되더군요. 더구나 요즘은 화질들이 올라가서 기본 32G 이상을 많이 사용하는데 여분 32G 가격도 만만치가 않아서요 굴러다니는 USB 하나쯤 있으면 요런 불편함이 사악 없어집니다.

그런데 요 기능을 결합하여 사용하면 매우 편리하다는건 저만의 생각일까요? ㅎㅎ 일단 보존하고자 하는 영상이 녹화되면 급한대로 파일 잠금기능으로 해당 파일을 잠가버립니다. 그럼 이후 계속 주행을 하거나 몇일을 방치하여도 그 영상 파일은 지워지지 않겠지요..그 이후 시간적 여유가 있을때 USB로 백업하여 다른 저장매체에 영구 보존하는 것입니다. 사용영상입니다. (어쩌다 보니 USB도 소니네요. 전후방 소니센서에다 USB도 소니라니...^^)



사용해 볼수록 매우 편리한 기능입니다. 아이트로닉스가 요런 소소한 부분 참 신경많이 씁니다. 5000이나 X1 모델을 사용하시는 분이라면 요 기능 활용하시면 매우 유용합니다.

아울러 주간주행과 주차장 녹화영상 올려봅니다. 이 만족감이 지속되길 간절히 소원합니다. 불량나면 확 삐져버릴랑께요!^^




 "
아이트로닉스,[2채널LCD유],"하루 잠깐 사용기에 지적한 화질 문제...
선팅과 앞유리창 청결?상태 때문에 그렇겠거니 생각해봤는데
주간 영상 돌려보니 원래 화질이 이런거 같네요.
유리창 넘어 상황은 선팅 필름 영향과 앞유리창의 이유로 그렇다치더라도...
대시보드에 보이는 저 노이즈들을 보니 원래 이런거 아닌가 싶어요

지하주차장에서야 조도차이로 노이즈 생길 수 있다지만 광량이 풍부한 실외 영상도 
거의 모든 상황에서 그 지글거림이 있네요.

같은 센서 쓰는 모델들 거의 비슷한가요? 
주간 영상만 보더라도 같은 차에서 바로 어제 낮까지 쓰던 출시된지 3년된 블랙박스가 훨씬 좋게 느껴지네요"
아이트로닉스,"그런데 말입니다","7000은 장착비나 gps 제외하고 순수하게 블랙박스 자체만

온라인 공식 판매처 트윈텍에서 439000원

블동업체나 중고나라 업체에서 25~26만원

가격차이가 이정도 나는데 

6000은 트윈텍에서 279000원

나중에 전문 유통업체에도 물량이 풀리면 가격이 더 내려가겠죠

20만원 예상해 봅니다 ㅋㅋㅋ 

이번에 구매한 6000은 229000원에 gps포함 메모리 16에서32로 업그레이드 해주는 조건이면

괜찮다고 보는데 여러분 생각은 어떠신지요?

그리고 추가로 궁금한 내용이 있는데

싸고 좋은 제품은 없다는게 제 생각인데 

하이엔드라고 제품을 홍보하고 있지만 제 생각에 7000보다는 이미지센서나 cpu가 

사양이 떨어질거라고 생각하는데 상세한 사양을 아시는분이 계실까요?"
아이트로닉스,"샤오미 공기청정기 새로 나온거를 블랙박스 선에 물렸어요","이번에 샤오미 공기청정기를 구입해서 차량에 설치했는데요

원래는 시거짹에 전원을 연결하는건데
선 안보이게 할려구 뒤쪽 퓨즈박스에 예전 블랙박스 연결선하고 같이 물렸습니다

이상이 있을까요?

상시 아니구여 acc에 물렸습니다"
아이트로닉스,[2채널LCD유],"ITB7000FHD 이고 차량은 렉서스 ES300H 하이브리드 차량입니다
요며칠 제차 블랙박스가 아침 시동시 자꾸 재부팅이 되서 블랙박스 본사에 문의를 해보니 설치시 배선 문제일수 있다고 합니다
현재 상시전원 차단을 이제 겨울철이라서 지난달에는 12V 지금은 12.2V로 설정해놓은 상태인데요
자동차 라는 물건이 고정해서 가만히 있는 것이 아니고
움직이고 진동이 있는 물건이기에 입력 배선의 연결이 제대로 고정되지않고, 휴즈가 제역활을 못할때 또 단자가 차체에 제대로 접지 되지않고, 도장면이나 프라스틱 단자위에 있을때 등..
차량 진동으로 접촉면이 붙었다 떨어졌다 하면 충전이 되었다 안되었다 반복하게 되므로
이런 현상이 발생될 수도 있다고 하네요
우선 며칠 더 상황을 지켜보려고 하는데 혹시 회원분들중에 저와 비슷한 재부팅 현상이 있으셨던 분들이 계셨는지요?"
아이트로닉스,"어우 아이패스블랙 이제는 안사야겠어요","블랙뷰 백화현상 질려버려서 아이패스ㅜ좋다고해서 구매한건데
이번에는 후방카메라 연결하라고 ㅋㅋㅋㅋㅋ
손에 들고다니는 제품도 아니고 어휴 다음 블랙박스는 뭘사야할지 ㅠ"
아이트로닉스,"itb 2000 hd 파일 질문드려요","어제 차량 시동을 켜고 블랙박스가 부팅되더니 삐삐 소리가 나며 sd카드 교체가 필요합니다라는
 문구가 뜨면서 화면이 아예 터치가 안되더군요.
  그래서 PC 플레이어에서 포맷을 진행했는데 녹화된 파일만 포맷된 것이 아니라 시스템 파일까지 없어졌습니다.
 그런데 어떤 시스템 파일이 있었는지 전혀 알수가 없네요. 블랙박스 구동을 위해서 어떤 파일이 필요할까요?
 일단, 최근 펨웨어 파일은 다운로드 받아 놓았습니다.
  고수님들! 도와 주세요."
아이트로닉스,"이벤트녹화 xxx건 있습니다. 이 메시지...","아이패스블랙박스 itb-100부터 사용한 이용자입니다.
지금은 itb-100spw 사용하고 있구요.

이 제품만 그런건지 모르지만 주차중 녹화모드에서 차량에 승차하여
시동을 걸면 주차중 이벤트녹화 xx건 있습니다라고 알려줍니다.

그런데 이 이벤트 녹화에는 모션감지까지 포함되어 있습니다.

모션녹화 xxx건, 충격녹화 xx건 있다고 나오거나
또는 충격녹화 xxx건 발생했다는 알림만 해줘도 되는데
모션+충격을 하나의 이벤트 녹화로 알려주고 있어서
일일히 메모리 저장 내용을 체크를 해야하는 번거로움이 있네요.

타 제조사 블박의 경우 충격녹화 모션녹화 따로 알려주는데 말이죠.

아이패스블랙 모든 제품이 주차모드에서 이런가요?"
아이트로닉스,"ITB-7000FHD 화질문제","ITB-7000FHD 은 프리미엄급 블랙박스는 맞지만  같은 렌즈가 장착된 ITB-5000FHD 보다 화질이 다소 어둡고 심지어
오래전에 출시된 ITB-100HD SP 보다도 어둡습니다. 경쟁사인 아이작 제품에 비해서는 확연히 차이가 나지요.

저를 포함해서 몇몇분들이 ITB-7000FHD 화질개선(다소 어두운 화질) 관련 문제제기를 하셨고
아이스트로닉(아이패스블랙사)에 문의글도 올려 주신것으로 알고 있습니다.
하여 고객센터의 답변은 저조도 화질 개선 및 ADAS 기능향상을 외한 펌웨어를 제공해 주기위해
현재 내부테스트 중이라고 답변이 왔었습니다.

그런데 어제  현재 화질개선 펌웨어 진행중인가?  라는 내용으로 문의글을 올렸더니 다음과 같은 답변(요약)이
왔습니다.
==========================================================================================
개발자들은 기존 모델에 대한 유지보수와 새로운 기능의 개발/테스트, 그리고 
계속해서 새로운 제품을 개발해야 하는 업무 등 여러 가지를 한꺼번에 진행하는
어려움이 있습니다. 

  더군다나, ITB-7000FHD 모델에 사용된 CPU의 경우 녹화 영상의 여러 가지 항목을
제어하는 내부 ISP 칩의 튜닝을 CPU 제조사와 협업하여 진행해야 하는 부분이라 몇 가지 세팅을 
바꾸고 테스트 해보는 것에도 시일이 많이 소요됩니다. 
============================================================================================

결국 고객들의 요청으로 뭔가 해보기는 하는데 신제품 개발에도 신경을 써야 하고 CPU제조사와도
물어가면서 테스트를 해야하는 상황이니 언제 개선된 펌웨어가 나올지 모른다. 이런 뜻인것 같습니다.
지난번 답변에는 금방이라도 펌에어를 제공할 것 처럼 이야기 하더니 태도가 약간 바뀌는 것 같네요.

현재 좋은 평판에 힘입어(?) 제품 사용자들이 늘어나고 있는 상황닌 것으로 아는데 저조도 화질 개선
및 ADAS 보완문제에 다소 소홀히 하고 있지 않은가 다소 걱정입니다.   

어두운 화질문제 이것은 야간화질에도 영향을 주기도 합니다.
사용자님들의 지속적인 개선요청이 있어야 노력을 더할 것입니다.  비싼돈으로 구입한  제품....
소비자의 권리를 적극 주장해야  우수한 제품으로 거듭날수있습니다.
http://www.ipassblack.co.kr/ -> 고객지원 -> 온라인 고객센터"
