brand,title,content
아이트로닉스,"X1 주행녹화가 안되네용","주차 30 이벤트 20 주행 50인가해서 쓰는중인데
금일 오전도 그렇고 주차녹화는 되어있는데 주행녹화가 안되어있네요
SD포맷은 블랙박스 내에있는 SD포맷 한번씩 눌러주는데 ..
왜그런걸까요"
아이트로닉스,주차모드,"하루 출퇴근이 약 한시간 정도인데
주차모드 진입후 아침에 가보면 꺼져 있을때가
있네요ㅠ주행시간이 짧으면 이런 경우가 있나요??
Itb7000입니다"
아이트로닉스,"ITB-7000 메모리카드 포멧 문의","안녕하세요.. 메모리 업글전에 한가지 문의 드립니다.
컴퓨터에서 64G 메모리 포멧할때 파일시스템을 무엇으로 해야 되나요..??
FAT, exFAT

오늘 플레이어에서 포맷을 해보니 FAT로 나오긴 하던데.. 이게 맞는건지 궁금합니다."
아이트로닉스,"블박이 하나 더 생겨서 임시로 붙혀봤네요","빈공간이없어 운전석 앞에 붙혀봤습니다
조수석 앞으로 옮겨야겠네요

기존 100hd sp를 탈거하고 그자리에 붙혀야 딱 맞겠네요
후방은 선 정리가 힘들어서 연결안했고 전방만 녹화중입니다

기존 7000fhd 500hd 100hd sp 에서 100이 빠지고
2000hd plus가 붙겠네요

이정도면 아이패스서 상줘야하는거 아닌가요...ㅎ
블박들중 가운데 작은거는 itl-70 나이트빔입니다
작동잘되요"
아이트로닉스,"ITB-7000 주차 녹화시간 문의 드립니다.","안녕하세요.. 눈팅족 리얼블루입니다.

이번에 주차 녹화를 계속하겠단 생각으로 블랙박스 상시 전원을 달았습니다.
이제 전원이 계속 들어오니 테러를 당해도 잡을 수 있겠지 라고 생각을 했는데..

메모리가 얼마동안의 녹화시간을 담을수 있는지 갑자기 의문이 들더군요..
저는 기본 32G 16G를 사용중인데요. 주차녹화만 따졌을때 얼마동안 녹화가 될까요..?

필요하다면 메모리 업글도 해야 할것 같은데 64G 128G 모두 인식을 잘 하는지도 궁금합니다.

마지막으로 주차 녹화시 권장하시는 셋팅이 있으시다면 팁 부탁드립니다.

감사합니다."
아이트로닉스,[2채널LCD유],"X1 6000제품 교품받고 보니 전방화질이
푸르게 보이네요 원래 이런가요?
2000HD쓸때는 이런게 없었습니다
전방틴팅50%인데 틴팅영향인가요
PC에서 전용뷰로 보니 깨끗하게 보이네요 내일 전방카메라만 다시 교품받기로 했는데 걱정이네요"
아이트로닉스,"X1(6000FHD) 모델 64G/128G 메모리 문의드립니다.","안녕하세요.

아이패스블랙 X1 모델을 사용중입니다.

렉사 633X 64G 메모리를 포멧하여 블랙박스 사용해보니 재부팅이 되는 현상이 있어 원래 제공하는 메모리로 교체하니 정상적으로 동작합니다.

호환성 부분에서 문제가 되는 것 같아 새로 구입하려합니다.

실제 사용해보신 분은 어떤 메모리를 사용중이신지요?

호환성도 좋고 추천해주실 상품 알려주시면 감사하겠습니다!

즐거운 저녁시간 보내세요!!"
아이트로닉스,"아이트로닉스as후기,itb7000 2.1.4업뎃후기","아이트로닉스 잔고장없다,as좋다라는 소문에 올해 4월에 itb7000구입,장착했습니다.
6월언젠가? 스피커에서 갑자기 떨리는 음성이나오기시작하더니 멀쩡할때도있고, 소리가 아예 나지않을때도 있었네요
다음주부터 아마 한달간 장기주차예정이여서 차를 쓰지않을때 as 보낼까하다가 그전에 as센터전화해서 소요시간물어보니 넉넉잡고 일주일가량 말씀하시더라구요 그래서 일찍보냈다가 물량이 밀린 관계로 2주 조금 안된 시점에 받았습니다.

블박as보내며 많은일(?) 이 있었네요 ㅡㅡ;;
1. 블박탈거중 거치대 나사가 분리가 되지않아 거치대 탈거하다 썬팅훼손 (시공한지 반년도 안됬는데 심하게 찢어져서 블박 1대값 날라갔네요 ㅠㅜ 결국 재시공)
2. 썬팅재시공후 보조블박마저도 부착하지않은상태에서 택시의 이유없는 난폭운전으로 시비, 택시의 보복운전 (편도1차선인 도로에서 역주행하면서 제차 뒷휀다를 박으려는 위협)

운전을 오랜기간한건 아니지만 이런일은 처음이였네요
잡소리 주절주절이 많았네요 ㅎ 암튼 블박없는동안 이런 에피소드가 있었습니다.
as는 센터에 전화해서 상황을 얘기하니 입고일도 있고해서 빠른처리해주셨고, 거치대 나사도 잘부탁한다고 했더니 거치대하나 더 보내주시네요 (완전감동 ㅋㅋ)
as보내면서 안좋은일도 있었지만 as는 만족합니다 아이트로닉스 짱!!
상담원분이 as는 스피커교체되었고, 펌웨어 업데이트해드렸습니다 라길래 네 감사합니다~ 하고 말았는데
기존 2.1.3 사용중 2.1.4로 되었더군요 그런데?? 간혹 주차후 1분뒤 저전압차단되어있네요 배터리 체크해보니 배터리는 정상입니다.
회사에서나 집에서는 멀티부팅스위치장착해둬서 주차녹화는 잘쓰질  않았는데 업뎃후 이런증상이 나타난것 같네요
혹시 다른분들도 이런증상있으신분 계실련지 ㅎㅎ
2.1.3버젼으로 다운하려니 아이트로닉스 홈피에는 없네요^^

  "
아이트로닉스,[2채널LCD유],"2000HD 2채널 사용하다 여름만 되면 LCD터치가
안되어 AS보내니 X1 6000제품을 보상판매한다
하여 화요일에 제품받고 오늘 아침에야 블랙박스
전문장착점에서 장착했는데 후방카메라가
연결 안되었다고 계속 울리네요설치기사 왈
이경우는 케이블이 문제있으니 제품을 교환하라고
하네요 아 뽑기실패한거 같아요
교환은 해주겠죠? 걱정이네요"
아이트로닉스,[2채널LCD유],"처음부터 가쪽터치가 두세번눌러야 인식되길래 그냥 썼는데 최근에 계속 보정하라고 뜨면서 화면이뜨는데 중앙부분말고는 터치가안되네요. 재부팅해도 가쪽터치가 안되고 좀지나면 보정화면뜨면서 더이상사용이 불가능하네요."
아이트로닉스,[2채널LCD유],"아이트로닉스 x1 6000 을 쓰고있습니다..
회사에 주차장이 지하가 없어 지상에 주차를 하고있습니다..
최근에 장마가 끝나자마자..
최고기온이 30도를 넘어가니..
야외에 몇시간이상만 주차를 해도 블박이 고온차단에 들어가네요...
창문을 완전 닫아두니 폭염의 날씨가 아닌 그냥 여름날씨에도 차단되네요..
선팅은 전면50% 측후면 20%입니다..

3일전에는 33도까지 올라갔는데 앞뒤창문을 모두 5센티정도 내려뒀더니..고온차단은 안되더군요..
어제는 36도였는데...앞창문만 2센티 정도 내려뒀는데.. 고온차단에 되네요..
이정도로 고온차단되는것이 정상적인 범위인가요?
아이패스 100hd 쓸때는 한번도 고온차단이 된적이 없었거든요...
제품보호를 너무 적극?적으로 하는게 아닌가 싶을정도로 차단이 너무 빠른것 같습니다..
80도 차단은 뻥이아닐까 싶은 생각도 듭니다..

야외에 주차하시는 x1유저분들은 어떠신가요?"
아이트로닉스,[2채널LCD유],"최신 펌웨어 업데이트 후 전방이나 후방 한개씩 간혹
녹화 누락이 생겨서 펌웨어 돌리고싶은데 방법 없나요?"
아이트로닉스,"아이트로닉스 7000fhd 주행녹화에서 주차녹화 전환???","아이트로닉스 7000fhd 입니다
7000으로 바꾸기 전에 아이트로닉스 100hdsp 사용했을때 만족도가 아주 좋아서
얼마전에 아이트로닉스 7000fhd 를 설치했습니다
너무 실망입니다 오류가 너무 많아요

전원연결은 보조배터리 설치 후 상시연결 했구요
이번 오류사항은 주행하다가 주차 후 시동을 끄면 주차모드로 돌아가야하는게 정상인데
가끔씩 주차 후 시동을 꺼도 주차모드로 돌아가지 않고 주행모드로 작동되네요
다시 시동을 걸었다가 시동을 끄면 정상적으로 주차모드로 작동됩니다.
as전화 해보니 기기는 이상이 없는것 같구 전원선 문제인것 같은데 연결을 제대로 했느냐 묻더군요
연결은 블랙박스 장착하는 곳에서 제대로 연결했다고 했는데도 연결상 문제가 있을것 같다고 하네요
혹시나 해서 블랙박스 장착한곳에 가서 연결상태 확인 아무이상없다고 합니다.

이거 어떻게 해결해야 하나요? "
아이트로닉스,[2채널LCD유],"최신버전 업데이트 이후 어떤 메모리던 간혹 전방 이나 후방 둘중 하나만 누락되는경우가 생겼네요 다른분들은 어떠세요?
예를 들면 10시 이벤트 파일의 경우 전방이 없음
15시 이벤트 파일의 경우 후방 파일만 없음 ...이런식이네요"
아이트로닉스,"7000fhd 영상녹화시간?","7000fhd 메뉴얼에 영상녹화 시간을 보니
32기가 기준으로 a슬롯 fhd 4시간
                       b슬롯 fhd 16시간
인데 만약에 주차모드에서 앞,뒤 녹화시에 a-4시간  b-16시간 인가요?
만약에 주차모드에서 앞쪽만 녹화하게 설정해 놓으면 a-8시간  b-32시간 이렇게 녹화를 할 수 있는건가요?"
아이트로닉스,"7000FHD 영상녹화?","7000FHD 영상녹화 시간을 보니  fhd녹화시에- a슬롯-4시간 b슬롯-16시간
                                            hd녹화시에 - a슬롯-6시간40분  b슬롯-32시간
질문1) 녹화영상을 보니 fhd로 녹화할때와 hd로 녹화할때 전용플레이어에서 확인해보니 그다시 크게 차이가 나질 않는것 같은데
          그렇다면 hd녹화로 조금이나마 긴시간으로 녹화하는게 좋은 방법아닌가요?
          7000쓰시는 분들 어떠신가요?
 질문2) 앞차 출발시 출발음 알려주는 기능도 있다던데 설정 어떻게 해야하나요?"
아이트로닉스,"7000FHD 자동으로 블랙박스 꺼지는증상 있는분 계신가요?","7000FHD 자동으로 블랙박스 꺼지는증상 있는분 계신가요?
보조베터리로 주차녹화 쓸때만 그러는데요. 2.1.3패치부터 그런 증상이 나타나는데요.
보조베터리 문제일수도있어서 다른분들은 같은현상이 없으신가요?
 보조베터리 잔량은 만충인데 주차모드 돌려놓고 5분 안에 꺼집니다."
아이트로닉스,"itb-6000fhd 1.0.4 펌웨어 업데이트 후","그 동안 1.0.3 버전 잘 쓰고 있었습니다.
엊그제 나온 1.0.4 버전 업데이트를 했는데 다른 기능은 이상이 없습니다.

그런데 LCD 대기시간을 설정하고 화면보호기를 끄면 설정한 시간이 지난 후 LCD가 OFF 되잖아요?
그 상태에서 ADAS나 손으로 LCD를 터치하면 화면이 켜져야 되는데 업데이트 후 화면이 켜지지가 않네요.
블박은 작동하는 상태입니다. 소리는 잘 나거든요. 앞차 추돌주의라던가 과속카메라 알림이라던가.. 녹화도 잘 되더군요.
단지 LCD가 안 나옵니다. 그래서 화면을 확인할 수가 없어요 --
블박을 껐다 켜야지만 LCD가 켜지네요.
1.0.4 업데이트 후 다른 분들도 그런지 궁금하네요.

아이패스 측에 전화하니 알아보고 전화준다고 했습니다. 혹시 몰라 홈페이지에도 문의해놨네요.

그리고 1.0.3 버전 펌웨어 있으신 분 메일로 좀 부탁드릴께요 ㅜㅜ
화면이 안 나오니 롤백이라도 해야되겠습니다... 아이패스에 메일로 보내달라고 오늘 전화했는데 안 왔네요 망할 ㅜㅜ"
아이트로닉스,"itb-7000 sd메모리카드 64g 호환되는 제품 구입처좀","64g A/B 슬롯 호환되는 제품으로 추천 해주시고 ..
 지금 사용 하시면서 문제 없는 제품으로 추천 부탁 드립니다.
혹시 구입처까지 링크 걸어주시면 감사하겠습니다.
 바른전자 구입후 고생을 해서 ..다시는 쓰고 싶지않아서 ;;;다른제품 출처까지 부탁드립니다.
 가품 정품이 따로 있다니..걱정이되서요;;;
 "
아이트로닉스,"itb-7000fhd 제 블박 전방 주차 영상입니다 ~~ 서울 조로님 확인하세요","좀 늦게 글을 올리네요
오늘 찍힌 영상을보니
시간이 밀려 움직일때 밖에 없네요
그래서 6월21일 영상을 다른 메모리서
뽑아서
컴퓨터로 업로드합니다
제 영상도 원본으로 보니 프레임이 자글거리는게 보이네요
정상인거같습니다 ~~
다른분도 한번 업로드 해주시면 좋을거같네요
비교하게요 ㅎ 
저도 원본 첨부파일로 업로드하려니
업로드 용량이 50메가 까지라 68메가인 제 영상이 업이 안되네요

그리고 영상은 전방 1080 30프레임 68메가짜리 영상 입니다 ~
이거 보시고 잘 안보인다 싶으면
메일주소 주세요
이 영상 원본을 메일로 보내드릴께요 ㅎ

이 영상은 컴퓨터로 보시구요 오른쪽 하단 화질 설정에서
1080P 로 설정하시고 전체화면으로 보세요 ㅎ"
아이트로닉스,"itb-7000] 호환 되는 sd메모리카드 64g 추천바랍니다.","itb-7000] sd메모리카드 64g 호환되느 제품 있나요?
  64g A/B 슬롯 호환되는 제품으로 추천 해주시고 ..지금 사용 하시면서 문제 없는 제품으로 추천 부탁 드립니다.
 혹시 구입처까지 링크 걸어주시면 감사하겠습니다.
 바른전자 구입해서 사용 중인데 이건 뭐 가격이 싸고 비싸고를 떠나 짜증나서 못써 먹겠습니다
.
바른전자 64g 문제 없어  A/B 슬롯 사용중인분중에  구입처 아시는분이 있다라면 링크좀 걸어주시면 감사하겠습니다 .
 해결 방법이 없네요 ..이건뭐 ..증상을 보면 기기문제는 모르겠지만 ...아이트로닉도 AS부분도 솔직 히 답변이나 해결책이 없습니다.
 두번이나 메일 보내도 답변이없어서 통화만 했네요 ..통화를 해도 저문제는 자기도네도 모르고 후방 화질 문제도 특별히 답을 못찾고
 차라리 sd메모리 카드라도 문제 없길 바래서;;;
   "
